Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Parking,Amenities,Appliances,Window Views,The House Has,Links
Stone,No,Available,9,130 sq.m.,4,2,from 2.8 m,2,Open balcony,Major Renovation,"Marshal Baghramyan avenue, Yerevan","$1,100 monthly",USD,"A 4-room apartment of 130 square meters is for rent in Etchmiadzin, on Baghramyan street. M. With an area located on the 3rd floor of a 5-story stone building. The apartment is fully renovated. The floor is covered with parquet. It is provided with permanent water supply and gas supply. The heating system is heated. Euro windows and iron door installed. The apartment has air conditioner, intercom. It has an open balcony.Code 19562Translated from Armenian",Nov-27-2022_18-51,Available,6,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18165013
Panels,No,Not available,5,61 sq.m.,3,1,from 2.8 m,5,Open balcony,Major Renovation,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,"A completely renovated apartment is for rent, the apartment has all the amenities.Gas:LightWaterBucks systemКвартира с ремонтом for rent.There are all amenities in the apartment.The apartment is not occupied.Translated from Armenian",Nov-27-2022_18-51,Available,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18396501
Panels,No,Not available,2,86 sq.m.,4,1,from 2.8 m,2,Open balcony,Major Renovation,Armavir › Merdzavan,"350,000 ֏ monthly",AMD,"Կոդ` B-23372Վարձով է տրվում 4 սենյականոց բնակարան Մերձավանում՝ 2 հարկանի պանելային շենքի 2-րդ հարկում։ Բնակարանը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցը՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տրվում է վարձով անհրաժեշտ գույքի և տեխնիկայի հետ միասին։Գործակալության միջնորդավճարը կազմում է 50%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for rent in Merdzavan. The rooms' quantity is 4 (1 hall and 3 bedrooms) The apartment is newly renovated and is located on the 2nd floor of the 2-storey panel building. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid-granite. The bathroom is combined and tiled, the electric wires and pipes are newly changed. The apartment has a balcony, heating system and is supplied with constant water and gas. The apartment is being rented with necessary furniture and technique devices.The commission of the Real Estate Agency is 50%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-27-2022_18-51,Available,8+,Yes,Yes,Not included,6 months,,,,,,https://list.am/en/item/18568523
Stone,No,Not available,4,115 sq.m.,3,1,from 2.75 m,1,Open balcony,Major Renovation,"Զվարթնոց թաղամաս 11, Վաղարշապատ","250,000 ֏ monthly",AMD,"Կոդ՝ B-23346Վարձով է տրվում 3 սենյականոց բնակարան Էջմիածնի Զվարթնոց թաղամասում, 4 հարկանի քարե շենքի 1-ին հարկում։ Բնակարանը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ մանրահատակ, սալիկ։ Սանհանգույցը՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, ավտոտնակ, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տրվում է կահույքի և տեխնիկայի հետ միասին։Գործակալության միջնորդավճարը կազմում է 50%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for rent in Zvartnots District of Echmiadzin. The apartment is newly renovated and is located of the ground floor of the 4-storey stone building. The entrance door is iron-made, the windows are euro-based, the floor is covered by parquet and is tiled. The bathroom is combined and is tiled, the electric wires and pipes are newly changed. It has a balcony, garage, heating system and is supplied with constant water and gas. The apartment is being rented with furniture and electronic devices.The commission of the Real Estate Agency is 50%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-27-2022_18-51,Available,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18539024
Stone,No,Not available,2,99 sq.m.,4,1,from 2.8 m,2,Open balcony,Major Renovation,"Mashtots Street, Armavir","250,000 ֏ monthly",AMD,"Կոդ` B-23390Վարձով է տրվում 4 սենյականոց բնակարան Մերձավանում՝ 2 հարկանի քարե շենքի 2-րդ հարկում։ Բնակարանը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցը՝ համակցված, նորաոճ սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի քարե ավտոտնակ, բաց լոջա, խորդանոց, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տրվում է անհրաժեշտ կահույքի և տեխնիկայի հետ միասին:Գործակալության միջնորդավճարը կազմում է 50 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for rent in Merdzavan. The rooms' quantity is 4 (a hall and 3 bedrooms) The apartment is newly renovated and is located on the 2nd floor of the 2-storey stone building. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid-granite. The bathroom is combined and modern tiled, the electric wires and pipes are newly changed. The apartment has a stone garage, balcony, storage-room, heating system and is supplied with constant water and gas. The apartment is being rented with necessary furniture and technique devices.The commission of the Real Estate Agency is 50% for showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-27-2022_18-51,Not available,8+,Yes,No,Not included,6 months,,,,,,https://list.am/en/item/18582310
Stone,No,Not available,5,68 sq.m.,2,1,from 2.7 m,1,Open balcony,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS113:A 2-room apartment on the 5th/5th floor is for rent in Zvartnots. The apartment is provided with all communal conditions, property and equipment. There is a large two-sided balcony. The cost is AMD 120,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18526211
Stone,No,Not available,5,62 sq.m.,2,1,from 2.8 m,5,Closed balcony,Old Renovation,"Mesrop Mashtots street, Vagharshapat","120,000 ֏ monthly",AMD,For rent on the 5th floor of a 5-storey buildingGas:WaterThere isTranslated from Armenian,Nov-27-2022_18-51,Available,5,Yes,No,By Agreement,2 months,,,,,,https://list.am/en/item/18510199
Stone,No,Not available,5,79 sq.m.,3,2,from 2.75 m,3,Open balcony,Designer Renovation,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,Commission 40%4-room apartment for rentIn the center of Etchmiadzin cityFloor 3The area is 71 square metersAshotComes with all property appliancesHeating Systemair conditionerFor more information call...Code A009Translated from Armenian,Nov-27-2022_18-51,,,,,,,,,,,,https://list.am/en/item/18401272
Bricks,Yes,Not available,2,50 sq.m.,3,1,from 3 m,1,Not available,Major Renovation,Armavir › Parakar,"200,000 ֏ monthly",AMD,"A newly built private house for rent, built like an apartment and with multifunctional comforts, fully furnished with expensive orthopedic mattresses, individual heating, hot and cold water, Wi-Fi Internet, gas, air conditioner, large screen TV, refrigerator with a washing machine.Translated from Armenian",Nov-27-2022_18-51,Available,6,Yes,No,Not included,3 months,,,,,,https://list.am/en/item/18053404
Stone,Yes,Not available,2,50 sq.m.,3,1,from 3 m,1,Not available,Major Renovation,"Aygek-Paraqar Highway, Merdzavan","200,000 ֏ monthly",AMD,"A newly built private house for rent, built like an apartment and with multifunctional comforts, fully furnished with expensive orthopedic mattresses, individual heating, hot and cold water, Wi-Fi Internet, gas, air conditioner, large screen TV, refrigerator with a washing machine.Translated from Armenian",Nov-27-2022_18-51,Available,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18127143
Panels,No,Available,9,75 sq.m.,2,1,from 2.8 m,4,Closed balcony,Major Renovation,"Զվարթնոց թաղամաս 11, Վաղարշապատ","240,000 ֏ monthly",AMD,Heating system constant water gas lightTranslated from Armenian,Nov-27-2022_18-51,,,,,,,,,,,,https://list.am/en/item/18405561
Stone,No,Not available,5,68 sq.m.,2,1,from 2.7 m,4,Open balcony,Euro Renovation,Armavir › Echmiadzin,"15,000 ֏ daily",AMD,The apartment is not provided for less than 5 daysTranslated from Armenian,Nov-27-2022_18-51,,,,,,,,,,,,https://list.am/en/item/18393020
Stone,No,Not available,4,62 sq.m.,3,1,from 2.6 m,2,Closed balcony,Major Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,A 3-room apartment is for rent on Tigran Mets (Spandaryan) street. It has been completely renovated.Translated from Armenian,Nov-27-2022_18-51,,,,,,,,,,,,https://list.am/en/item/18270223
Stone,No,Not available,5,76 sq.m.,3,1,from 2.7 m,4,Open balcony,Euro Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"AS111:K. A 3-room apartment on the 5th/4th floor is for rent on the first Vazgen street of Etchmiadzin. The apartment is completely renovated, it is provided with all property and equipment. The total area is 76 square meters. The price is AMD 300,000, negotiable.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,4,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18444317
Stone,No,Not available,5,63 sq.m.,2,1,from 2.7 m,2,Open balcony,Cosmetic Renovation,Armavir › Echmiadzin,"100,000 ֏ monthly",AMD,"K. A 2-room apartment is for rent in the very beginning of the Charents district of Etchmiadzin. The apartment is provided with all communal conditions, property and equipment. The cost is AMD 120,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18526271
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,3,Open balcony,Old Renovation,Armavir › Echmiadzin,"180,000 ֏ monthly",AMD,"AS103:K. A 3-room apartment on the 5th/3rd floor is for rent on Mesrop Mashtots Street in Etchmiadzin. Property, appliances, heating system are available in the apartment, and the kitchen furniture will be completely new if rented. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,4,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18568636
Panels,No,Not available,5,69 sq.m.,2,1,from 2.8 m,1,Open balcony,Euro Renovation,Armavir › Parakar,"7,000 ֏ daily",AMD,Дается ежедневноОтопление по системе СКЮР,Nov-27-2022_18-51,Available,7,Yes,Yes,Included,Without prepayment,,,,,,https://list.am/en/item/18617466
Stone,Yes,Not available,2,70 sq.m.,2,1,from 2.7 m,2,Open balcony,Euro Renovation,Armavir › Echmiadzin,"32,000 ֏ daily",AMD,"AS094:K. A 1-room apartment on the 2/2nd floor of GUEST HOUSE is for daily rent in the center of Etchmiadzin. The apartment is renovated in a designer style, fully furnished with new furniture, appliances, there is a fireplace, heating system, air conditioner, open balcony, dishes, bedding and other necessary accessories. The apartment is spacious and can accommodate 6-7 people. The cost is AMD 32,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,7,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/18568520
Stone,No,Not available,5,80 sq.m.,4,1,from 2.75 m,4,Open balcony,Designer Renovation,Armavir › Echmiadzin,"280,000 ֏ monthly",AMD,"4-room apartment for rent, Etchmiadzin Mashtotson the street280,000 AMD (negotiable)40% commission4 floorsUtilitiesAlong with property and equipmentCode VE020Translated from Armenian",Nov-27-2022_18-51,,,,,,,,,,,,https://list.am/en/item/18396844
Stone,No,Not available,5,80 sq.m.,3,1,from 2.75 m,2,Open balcony,Designer Renovation,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,Code AV09Commission 40%3-room apartment for rentIn the center of Etchmiadzin cityFloor 2The area is 71 square metersAshotComes with all property appliancesHeating Systemair conditionerOpen shoeFor more information call...Translated from Armenian,Nov-27-2022_18-51,,,,,,,,,,,,https://list.am/en/item/18430777
Stone,No,Not available,5,100 sq.m.,3,1,from 2.75 m,5,Not available,Euro Renovation,"Argishti street, Yerevan",200 ֏ monthly,AMD,"The apartment is completely renovated, has constant hot and cold water, is gasified.Translated from Armenian",Nov-27-2022_18-51,Available,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18563435
Stone,No,Not available,5,82 sq.m.,3,1,from 2.6 m,2,Multiple balconies,Major Renovation,Armavir › Parakar,"200,000 ֏ monthly",AMD,Uninhabited 」 completely renovated 」 very comfortable and bright apartment for rent.Translated from Armenian,Nov-27-2022_18-51,,8+,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18485240
Stone,No,Not available,5,82 sq.m.,3,2,from 2.6 m,2,Multiple balconies,Major Renovation,Armavir › Parakar,"200,000 ֏ monthly",AMD,"A 3-room apartment is for rent, very comfortable and bright.Translated from Armenian",Nov-27-2022_18-51,,8+,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18485436
Panels,No,Not available,5,72 sq.m.,3,1,from 2.5 m,3,Not available,Partial Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"3-room apartment for rent in Etchmiadzin, address: 47/58 Vazgen First StreetTranslated from Armenian",Nov-27-2022_18-51,,5,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18581048
Stone,No,Not available,5,84 sq.m.,3,1,from 2.75 m,1,Multiple balconies,Euro Renovation,"Улица Аветика Исаакяна 3, Паракар","100,000 ֏ monthly",AMD,"Арендовать совместно. Возможна аренда квартиры вместе с другим человеком․ т. Е. Можно арендовать совместно.В квартире две комнаты, одна из которых очень большая, а внутри этой большой комнаты есть маленькая комната. Комнаты раздельные, у каждой свой замок.Одна из комнат сдается за 100 000 драм в месяц, а другая комната сдается за 150 000 драм.Квартира меблирована, имеется необходимая сантехника. Квартира отапливается системой BAXI.Квартира имеет прекрасное расположение. Он присоединен к в центру Еревану. Это очень удобно с точки зрения транспорта.Возможна полная аренда квартиры за 230000 драм.",Nov-27-2022_18-51,Available,5,Yes,Yes,Not included,By Agreement,OUtdoor parking,PArking space,"FRidge, stove, coffee maker, washing machine, water heater, iron, hair dryer","YArd view, street view",,https://list.am/en/item/18609512
Stone,No,Not available,5,72 sq.m.,3,1,from 2.8 m,4,Multiple balconies,Cosmetic Renovation,"Mesrop Mashtots street 6, Vagharshapat","160,000 ֏ monthly",AMD,Call for details... 098:Translated from Armenian,Nov-27-2022_18-51,Available,8+,Yes,Yes,Not included,1 month,,"TElevision, internet","FRidge, stove, washing machine","YArd view, street view, city view",,https://list.am/en/item/18608997
Stone,No,Not available,5,70 sq.m.,3,1,from 2.8 m,5,Open balcony,Euro Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,Located in the city center with all utilitiesTranslated from Armenian,Nov-27-2022_18-51,,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18420010
Stone,No,Not available,4,98 sq.m.,3,1,from 2.6 m,3,Open balcony,Major Renovation,"Vazgen Arajin street 6, Vagharshapat","20,000 ֏ daily",AMD,"Վարձով է տրվում 3 սենյականոց ընդարձակ բնակարան, հիմնավերանորոգված, մոդերն դիզայնով և կահույքով (լիովին նոր, չօգտագործված, կոմունալ բոլոր հարմարություններով) ։ Բնակարանը գտնվում է Էջմիածին քաղաքի սրտում՝ հրապարակից 5 րոպե հեռավորությամբ (քայլելով) ։ Բնակարանի հարևանությամբ են գտնվում սննդի կետեր, սրճարաններ, մթերային խանութներ (տաշիր պիցա, լոշիկ, բուխարի, ցորեն և այլն), բանջարեղենի և մրգի կետեր, ինչպես նաև հագուստի խանութներ, մի խոսքով ամեն ինչ հարմարավետ և բարեկեցիկ ապրելու համար…Օրավարձը ՝20.000 դրամ (նվազագույնը 15 օր), ամսեկան վարձը 400.000Դրամ ։Հարցերի դեպքում զանգահարել վերոնշյալ հեռախոսահամարով:Сдается просторная 3-комнатная квартира с евроремонтом, современным дизайном и мебелью (совершенно новая, неиспользованная, со всеми коммуникациями) Квартира расположена в самом центре Эчмиадзина, в 5 минутах ходьбы от площади (пешком) В непосредственной близости от квартиры находятся продовольственные рынки, кафе, овощные и фруктовые магазины (ташир пицца, лошик, бухари, пшеница, Fruit land и т. Д.), а также магазины одежды, словом, все для комфортной и легкой жизни...Посуточная аренда: 20.000 драм (минимум 15 дней), месячная аренда: 400. 000 драм.В случае возникновения вопросов звоните по номеру телефона:!A spacious 3-room apartment for rent, completely renovated, with modern design and furniture (completely new, unused, with all utilities) The apartment is located in the heart of Etchmiadzin, 5 minutes away from the square (by walking) In the vicinity of the apartment there are food markets, cafes, vegetable and fruit stores (Tashir pizza, loshik, bukhari, wheat, fruit land etc. As well as clothing stores, in short, everything for a comfortable and easy life...Daily rent: 20,000 AMD (minimum 15 days), monthly rent: 400,000 AMD.In case of questions, call the phone number mentioned!",Nov-27-2022_18-51,,4,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18424900
Stone,No,Not available,4,55 sq.m.,3,1,from 2.5 m,4,Closed balcony,Old Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,Сдам квартиру. Подробности по телефону.,Nov-27-2022_18-51,Available,8+,Yes,No,Not included,By Agreement,GArage,PArking space,"FRidge, stove, water heater",VIew of ararat,,https://list.am/en/item/18589298
Panels,No,Not available,5,120 sq.m.,4,1,from 2.75 m,3,Open balcony,Designer Renovation,"Զվարթնոց թաղամաս 8, Վաղարշապատ","250,000 ֏ monthly",AMD,"In the case of a 1-year contract: 150,000 AMD per monthTranslated from Armenian",Nov-27-2022_18-51,,4,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18533281
Stone,No,Not available,4,100 sq.m.,4,1,from 2.75 m,2,Open balcony,Major Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,Сдается 4 - х комнатная квартира в центре со всеми удобствами. Без посредников,Nov-27-2022_18-51,,4,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18523451
Stone,No,Not available,5,54 sq.m.,2,1,from 2.75 m,5,Not available,Designer Renovation,Armavir › Echmiadzin,"25,000 ֏ daily",AMD,A 2-room apartment in the center of Etchmiadzin is for daily rent.You can also rent for several daysFor more information call...Translated from Armenian,Nov-27-2022_18-51,,2,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18382773
Stone,No,Not available,5,110 sq.m.,4,1,from 2.8 m,1,Multiple balconies,Major Renovation,"Vazgen Arajin street, Vagharshapat","250,000 ֏ monthly",AMD,"Վարձով է տրվում 4 սենյականոց բնակարան ք. Էջմիածնի Վռամ Մեսրոպ Մաշտոց փողոցում փողոցում (1-ին հարկ) ։ Բնակարանն ունի բոլոր կոմունալ հարմարաթյունները (BAXI ՝ տաք-սառը ջուր, գազ) ։»Մանրամասների համար զանգահարել։Здаётся в аренду квартира в городе Эчмиадзин (Улица Месооп Маштоца), квартира полностью отремонтирована, 4-х комнатная, этаж 5/1, есть все коммунальные услуги (Baxi Wi-Fi, горячая-холодная вода, отопление, стиральная машина, холодильник, мебель будет установлена во время арендыԿոդ MA134Translated from Armenian",Nov-27-2022_18-51,Available,5,Yes,No,Not included,2 months,,,,,,https://list.am/en/item/18072893
Stone,No,Not available,4,34 sq.m.,1,1,from 2.75 m,3,Open balcony,Major Renovation,"Charents street, Armavir","150,000 ֏ monthly",AMD,Capital renovated with all amenities.Translated from Armenian,Nov-27-2022_18-51,,2,No,No,Not included,By Agreement,,,,,,https://list.am/en/item/18573685
Stone,Yes,Not available,2,50 sq.m.,2,1,from 2.7 m,2,Open balcony,Euro Renovation,Armavir › Echmiadzin,"17,000 ֏ daily",AMD,"AS104:K. A 1-room apartment on the 2/2nd floor of GUEST HOUSE is for daily rent in the center of Etchmiadzin. The apartment is renovated in a designer style, fully furnished with new furniture, appliances, there is a fireplace, heating system, air conditioner, open balcony, dishes, bedding and other necessary accessories. 2-3 people can spend the night in the apartment. The cost is AMD 17,000.Translated from Armenian",Nov-27-2022_18-51,Available,3,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/18568568
Stone,Yes,Not available,2,50 sq.m.,2,1,from 2.7 m,2,Open balcony,Euro Renovation,Armavir › Echmiadzin,"17,000 ֏ daily",AMD,"AS105:K. A 2-room apartment on the 2/2nd floor of GUEST HOUSE is for daily rent in the center of Etchmiadzin. The apartment is renovated in a designer style, fully furnished with new furniture, appliances, there is a fireplace, heating system, air conditioner, open balcony, dishes, bedding and other necessary accessories. 2-3 people can spend the night in the apartment. The cost is AMD 17,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,3,Yes,Yes,Included,By Agreement,,,,,,https://list.am/en/item/18568557
Monolith,Yes,Not available,2,20 sq.m.,1,1,from 2.6 m,2,Not available,Euro Renovation,"Nairi street 31, Parakar",$50 daily,USD,"Адрес: Nairi Street, 31 Yerevan, Armenia (5 мин от аэропорта) Если снимать долгосрочно, то стоимость 750$/месяц.Новые и удобные апартаменты как для индивидуального отдыха, так и для всей семьи. Отдельная спальня, кухня, Wi-Fi, отдельная ванная, внутренний двор. Удобное расположение: Менее получаса езды от центра, 20 мин до Ереван Сити, недалеко от аэропорта. За дополнительную плату возможен трансфер.",Nov-27-2022_18-51,,2,Yes,No,Not included,Without prepayment,,,,,,https://list.am/en/item/18568551
Stone,No,Not available,5,36 sq.m.,1,1,from 2.6 m,1,Closed balcony,Partial Renovation,Armavir › Echmiadzin,"120,000 ֏ monthly",AMD,"Not far from Converse Bank of Etchmiadzin, a very warm, clean apartment with 1 room and a closed balcony-room is for rent on the 1st floor of a stone building. A 50 percent commission is required.Code 7957Translated from Armenian",Nov-27-2022_18-51,Available,5,Yes,No,Not included,1 month,,,,"YArd view, city view, park view",,https://list.am/en/item/15508382
Stone,Yes,Not available,5,68 sq.m.,3,1,from 2.8 m,1,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"The apartment is located close to the square, call for detailsTranslated from Armenian",Nov-27-2022_18-51,,8+,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18562788
Stone,No,Not available,5,70 sq.m.,3,1,from 2.75 m,1,Not available,Cosmetic Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,3-room apartmentTranslated from Armenian,Nov-27-2022_18-51,,5,Yes,No,Not included,By Agreement,,,,,,https://list.am/en/item/18562260
Stone,No,Not available,5,75 sq.m.,3,1,from 2.7 m,4,Open balcony,Cosmetic Renovation,Armavir › Echmiadzin,"100,000 ֏ monthly",AMD,"Code 24277A 3-room partially furnished apartment is for rent in Echmiadzin on the 4th floor of a 5-story stone building. Is available. There are 2 beds, stove, gas with 2 points, geyser, basement 40 sq m open balcony, euro window, table, chair, old repair.A 50 percent commission is required.Translated from Armenian",Nov-27-2022_18-51,Available,6,Yes,No,Not included,1 month,,,WAter heater,"STreet view, city view, park view, view of ararat",,https://list.am/en/item/17795407
Stone,No,Not available,5,36 sq.m.,1,1,from 2.6 m,2,Open balcony,Cosmetic Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"Code 7953/old code 7806/A 1-room apartment is for rent on the 2nd floor of a 5-story stone building, in a stone building not far from Converse Bank in Etchmiadzin, a busy place. There is constant hot and cold water, property and household appliances. It has an open balcony. There are department stores, a school, a kindergarten, a playground, bus stops, etc. Nearby. Deposit and commission required.Translated from Armenian",Nov-27-2022_18-51,Available,3,Yes,No,Not included,2 months,,TElevision,"FRidge, stove, washing machine, water heater","PArk view, view of ararat",,https://list.am/en/item/13491892
Stone,No,Not available,5,47 sq.m.,2,1,from 2.75 m,2,Closed balcony,Euro Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"Code 7938 /old code 7655/A bright and sunny, furnished 2-room apartment is for rent on the 2nd floor near the eternal fire on Mashtots Street in Etchmiadzin. It is a very warm house, there is no need for a baxi at all. There is a stove, a gas stove, a refrigerator, furniture (living room and bedroom furniture is ordered), wardrobe, etc. It is given to a family, long-term, without very small children, because no one has lived there yet after the renovation. Deposit and commission required.Translated from Armenian",Nov-27-2022_18-51,Available,4,No,No,Not included,2 months,,PArking space,"FRidge, stove, washing machine, water heater",PArk view,PLayground,https://list.am/en/item/16851561
Stone,No,Available,5,70 sq.m.,2,1,from 3 m,2,Not available,Major Renovation,"Մեսրոպ Մաշտոցի փողոց 109, Վաղարշապատ","300,000 ֏ monthly",AMD,"In the case of a 1-year contract: 180,000 AMD per monthTranslated from Armenian",Nov-27-2022_18-51,,2,Yes,No,Not included,1 month,,,,,,https://list.am/en/item/18533677
Stone,No,Not available,5,55 sq.m.,2,1,from 2.75 m,5,Open balcony,Partial Renovation,"Արարատյան փողոց 34Ա, Վաղարշապատ","120,000 ֏ monthly",AMD,"2-room apartment in Etchmiadzin, 55 square meters. , partial renovation, stone building. A wonderful view of the Gayane church opens from the balcony. The apartment is sunnyTranslated from Armenian",Nov-27-2022_18-51,,4,Yes,Yes,Not included,2 months,,,,,,https://list.am/en/item/18528215
Stone,No,Not available,5,30 sq.m.,1,1,from 2.7 m,2,Open balcony,Cosmetic Renovation,Armavir › Echmiadzin,"100,000 ֏ monthly",AMD,"AS114:K. A 1-room apartment is for rent on the 5th/2nd floor on Khorenatsi Street in Etchmiadzin. The apartment is provided with all utilities, has hot and cold water and is gasified. The cost is AMD 100,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,2,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18526113
Stone,No,Not available,2,65 sq.m.,2,1,from 3 m,2,Open balcony,Major Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"AS115:K. A 2-room apartment on the 2nd/2nd floor is for rent on Tumanyan Street in Etchmiadzin. The house has been fully renovated, the windows have been changed. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-27-2022_18-51,Available,3,Yes,Yes,Not included,By Agreement,,,,,,https://list.am/en/item/18525219
Stone,No,Not available,5,65 sq.m.,2,1,from 2.7 m,5,Open balcony,Cosmetic Renovation,Armavir › Echmiadzin,"90,000 ֏ monthly",AMD,"Code 7888 /old code: 7333/A 2-room apartment with open and closed balconies on the 5th floor is for rent in the Charents district of Etchmiadzin. Gas tank, pump and chula are available. Deposit and commission required.Translated from Armenian",Nov-27-2022_18-51,Available,5,Yes,No,Not included,2 months,OUtdoor parking,,"FRidge, stove","YArd view, view of ararat",PLayground,https://list.am/en/item/17058960
Stone,No,Not available,5,65 sq.m.,2,1,from 2.7 m,4,Closed balcony,Cosmetic Renovation,Armavir › Echmiadzin,"90,000 ֏ monthly",AMD,"Code 7941 /old code 7836/A 2-room apartment is for rent on the 4th floor of a 5-story building on Baghramyan Street in Etchmiadzin. There is property and household appliances in addition to a washing machine, built-in cupboards, etc. In the hallway. There is tile/matlakh in the bathroom and kitchen. If we make a reservation, it will be deducted from the rent. Family is more preferable. A 50 percent commission is required.Translated from Armenian",Nov-27-2022_18-51,Available,5,Yes,No,Not included,1 month,,"TElevision, parking space","FRidge, stove",YArd view,,https://list.am/en/item/18284503
